<LINE 1>
Injongo	i[NPrePre9]-n[BPre9]-jongo[NStem]
M	M[Foreign]
"	"[Punc]
.	.[Punc]
<LINE 1397>
Nxulumana	nxuluman[VRoot]-a[VerbTerm]
neCompanies	na[AdvPre]-i[NPrePre10]-zi[BPre10]-Companies[Foreign]
and	and[Foreign]
Intellctual	Intellctual[Foreign]
Property	property[Foreign]
Registration	Registration[Foreign]
Office	Office[Foreign]
.	.[Punc]
<LINE 1398>
Fumana	fuman[VRoot]-a[VerbTerm]
ifom	i[NPrePre9]-fom[NStem]
ekuthiwa	e[RelConc9]-ku[SCIndef]-th[VRoot]-iw[PassExt]-a[VerbTerm]
yi-TM1	y[CopPre]-i[NPrePre9]-TM[Abbr]-1[Num]
kwaye	kwaye[Conj]
uyigcwalise	u[SC2ps]-yi[OC9]-gcwal[VRoot]-is[CausExt]-e[VerbTerm]
ngokuphindwe	nga[AdvPre]-oku[RelConc15]-phind[VRoot]-w[PassExt]-e[VerbTerm]
kathathu	ka[AdvPre]-thathu[AdjStem]
.	.[Punc]
<LINE 1399>
Iikopi	i[NPrePre10]-zi[BPre10]-kopi[NStem]
ezimbini	ezim[BPre10]-bini[NStem]
zisetyenziswa	zi[SC10]-sebenz[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
yi-ofisi	y[CopPre]-i[NPrePre9]-ofisi[NStem]
kwaye	kwaye[Conj]
eyesithathu	e[PossConc9]-ya[PossConc9]-i[NPrePre7]-si[BPre7]-thathu[AdjStem]
igcinwa	i[SC9]-gcin[VRoot]-w[PassExt]-a[VerbTerm]
nguwe	ngu[CopPre]-we[AbsPron2]
njengobungqina	njenga[AdvPre]-u[NPrePre14]-bu[BPre14]-ngqina[NStem]
besicelo	ba[PossConc14]-i[NPrePre7]-si[BPre7]-celo[NStem]
sakho	sa[PossConc7]-kho[PossPron2]
.	.[Punc]
<LINE 1400>
Qala	qal[VRoot]-a[VerbTerm]
uhlawule	u[SC2ps]-hlawul[VRoot]-e[VerbTerm]
imali	i[NPrePre9]-mali[NStem]
yobhaliso	ya[PossConc9]-u[NPrePre11]-lu[BPre11]-bhaliso[NStem]
okanye	okanye[Conj]
uyihlawule	u[SC2ps]-yi[OC9]-hlawul[VRoot]-e[VerbTerm]
xa	xa[Conj]
usisa	u[SC2ps]-sa[ProgPre]-is[VRoot]-a[VerbTerm]
isicelo	i[NPrePre7]-si[BPre7]-celo[NStem]
.	.[Punc]
<LINE 1401>
Ukuze	ukuze[Conj]
ubone	u[SC2ps]-bon[VRoot]-e[VerbTerm]
udidi	u[NPrePre11]-lu[BPre11]-didi[NStem]
olufanelekileyo	olu[RelConc11]-fanel[VRoot]-ek[NeutExt]-ile[Perf]-yo[RelSuf]
lwempahla	lwa[PossConc11]-i[NPrePre9]-n[BPre9]-pahla[NStem]
okanye	okanye[Conj]
lweenkonzo	lwa[PossConc11]-i[NPrePre10]-zin[BPre10]-konzo[NStem]
zakho	za[PossConc10]-kho[PossPron2ps]
,	,[Punc]
yiya	yi[ImpPre]-y[VRoot]-a[VerbTerm]
kwi	ku[LocPre]-i[NPrePre9]
:	:[Punc]
Nice	Nice[Foreign]
Classification	Classification[Foreign]
-	-[Punc]
yohlelo	ya[PossConc9]-u[NPrePre11]-lu[BPre11]-hlelo[NStem]
lwesi	lwa[PossConc11]-i[NPrePre7]-si[BPre7]
8	8[Num]
e	e[Foreign]
:	:[Punc]
Kungenjalo	ku[CopPre]-nge[NegExt]-njalo[Adv]
tyelela	tyelel[VRoot]-a[VerbTerm]
i-ofisi	i[NPrePre9]-ofisi[NStem]
yethu	ya[PossConc9]-ithu[PronStem1pp]
e-Pretoria	e[LocPre]-Pretoria[ProperName]
.	.[Punc]
<LINE 1402>
Gcwalisa	gcwal[VRoot]-is[CausExt]-a[VerbTerm]
udidi	u[NPrePre11]-lu[BPre11]-didi[NStem]
kwicandelo	ku[LocPre]-i[NPrePre5]-li[BPre5]-candelo[NStem]
51	51[Num]
lefom	la[PossConc5]-i[NPrePre9]-fom[NStem]
ekuthiwa	e[RelConc9]-ku[SCIndef]-th[VRoot]-iw[PassExt]-a[VerbTerm]
yi-TM1	y[CopPre]-i[NPrePre9]-TM[Abbr]-1[Num]
.	.[Punc]
<LINE 1403>
Bhala	bhal[VRoot]-a[VerbTerm]
zonke	zo[QuantConc10]-nke[QuantStem]
impahla	i[NPrePre9]-n[BPre9]-pahla[NStem]
nezinto	na[AdvPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
okanye	okanye[Conj]
iinkonzo	i[NPrePre10]-zin[BPre10]-konzo[NStem]
ofuna	o[RelConc1]-fun[VRoot]-a[VerbTerm]
ukusebenzisa	u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-is[CausExt]-a[VerbTerm]
kuzo	ku[LocPre]-zo[AbsPron10]
uphawu	u[NPrePre11]-lu[BPre11]-phawu[NStem]
okanye	okanye[Conj]
igama	i[NPrePre5]-li[BPre5]-gama[NStem]
lokwazisa	la[PossConc5]-u[NPrePre15]-ku[BPre15]-az[VRoot]-is[CausExt]-a[VerbTerm]
ngezi	nga[AdvPre]-ezi[Dem10][Pos1]
mpahla	n[BPre9]-pahla[NStem]
nezinto	na[AdvPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
okanye	okanye[Conj]
ngezi	nga[AdvPre]-ezi[Dem10][Pos1]
nkonzo	n[BPre9]-konzo[NStem]
(	([Punc]
i-trade	i[NPrePre9]-trade[Foreign]
mark	mark[Foreign]
)	)[Punc]
kwicandelo	ku[LocPre]-i[NPrePre5]-li[BPre5]-candelo[NStem]
57	57[Num]
lefom	la[PossConc5]-i[NPrePre9]-fom[NStem]
ekuthiwa	e[RelConc9]-ku[SCIndef]-th[VRoot]-iw[PassExt]-a[VerbTerm]
yi-TM1	y[CopPre]-i[NPrePre9]-TM[Abbr]-1[Num]
.	.[Punc]
<LINE 1404>
Uqaphele	u[SC2ps]-qaphel[VRoot]-e[VerbTerm]
kwaye	kwaye[Conj]
ulumke	u[SC2ps]-lumk[VRoot]-e[VerbTerm]
kakhulu	ka[AdvPre]-khulu[AdjStem]
ungafaki	u[SC2ps]-nga[NegExt]-fak[VRoot]-i[VerbTerm]
impahla	i[NPrePre9]-n[BPre9]-pahla[NStem]
nezinto	na[AdvPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
okanye	okanye[Conj]
iinkonzo	i[NPrePre10]-zin[BPre10]-konzo[NStem]
ezikwiindidi	ezi[RelConc10]-ku[LocPre]-i[NPrePre10]-zin[BPre10]-didi[NStem]
ezahlukeneyo	ezi[RelConc10]-ahlukan[VRoot]-e[VerbTerm]-yo[RelSuf]
kwisicelo	ku[LocPre]-i[NPrePre7]-si[BPre7]-celo[NStem]
esinye	esi[AdjPref7]-nye[AdjStem]
sophawu	sa[PossConc7]-u[NPrePre11]-lu[BPre11]-phawu[NStem]
okanye	okanye[Conj]
segama	sa[PossConc7]-i[NPrePre5]-li[BPre5]-gama[NStem]
lokwazisa	la[PossConc5]-u[NPrePre15]-ku[BPre15]-az[VRoot]-is[CausExt]-a[VerbTerm]
ngempahla	nga[AdvPre]-i[NPrePre9]-n[BPre9]-pahla[NStem]
nezinto	na[AdvPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
okanye	okanye[Conj]
ngeenkonzo	nga[AdvPre]-i[NPrePre10]-zin[BPre10]-konzo[NStem]
.	.[Punc]
<LINE 1405>
Ukuba	ukuba[Conj]
wenza	u[SC2ps]-enz[VRoot]-a[VerbTerm]
njalo	njalo[Adv]
,	,[Punc]
uyakucetyiswa	u[SC2ps]-ya[Fut]-ku[InfPre]-ceb[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
ukuba	ukuba[Conj]
ulungise	u[SC2ps]-lungis[VRoot]-e[VerbTerm]
inkcazelo	i[NPrePre9]-n[BPre9]-kcazelo[NStem]
ibandakanye	i[SC9]-bandakany[VRoot]-e[VerbTerm]
impahla	i[NPrePre9]-n[BPre9]-pahla[NStem]
nezinto	na[AdvPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
okanye	okanye[Conj]
iinkonzo	i[NPrePre10]-zin[BPre10]-konzo[NStem]
zolo	za[PossConc10]-olo[Dem11][Pos2]
didi	didi[NStem]
luxeliweyo	lu[RelConc11]-xel[VRoot]-iw[PassExt]-e[VerbTerm]-yo[RelSuf]
.	.[Punc]
<LINE 1406>
Kwezinye	ku[LocPre]-ezi[AdjPref10]-nye[AdjStem]
,	,[Punc]
kuyakufuneka	ku[SC15]-ya[Fut]-ku[InfPre]-funek[VRoot]-a[VerbTerm]
ufake	u[SC2ps]-fak[VRoot]-e[VerbTerm]
isicelo	i[NPrePre7]-si[BPre7]-celo[NStem]
esahlukileyo	esi[RelConc7]-ahluk[VRoot]-ile[VerbTerm]-yo[RelSuf]
ngokutsha	nga[AdvPre]-oku[AdjPref15]-tsha[AdjStem]
.	.[Punc]
<LINE 1407>
Icandelo	i[NPrePre5]-li[BPre5]-candelo[NStem]
74	74[Num]
lefom	le[PossConc5]-i[NPrePre9]-fom[NStem]
ekuthiwa	e[RelConc9]-ku[SCIndef]-th[VRoot]-iw[PassExt]-a[VerbTerm]
yi-TM1	y[CopPre]-i[NPrePre9]-TM[Abbr]-1[Num]
"	"[Punc]
ye-adresi	ya[PossConc9]-i[NPrePre9]-adresi[NStem]
yenkonzo	ya[PossConc9]-i[NPrePre9]-n[BPre9]-konzo[NStem]
"	"[Punc]
yi-adresi	y[CopPre]-i[NPrePre9]-adresi[NStem]
oyakufumana	o[RelConc1]-ya[Fut]-ku[InfPre]-fuman[VRoot]-a[VerbTerm]
kuyo	ku[LocPre]-yo[PronStem9]
zonke	zo[QuantConc10]-nke[QuantStem]
iincwadi	i[NPrePre10]-zin[BPre10]-cwadi[NStem]
zonxibelelwano	za[PossConc10]-u[NPrePre11]-lu[BPre11]-nxibelelwano[NStem]
olusuka	olu[SC11]-suk[VRoot]-a[VerbTerm]
kwi-ofisi	ku[LocPre]-i[NPrePre9]-ofisi[NStem]
yeeMpawu	ya[PossConc9]-i[NPrePre10]-zim[BPre10]-pawu[NStem]
naMagama	na[AdvPre]-a[NPrePre6]-ma[BPre6]-gama[NStem]
okwazisa	a[RelConc6]-u[NPrePre15]-ku[BPre15]-az[VRoot]-is[CausExt]-a[VerbTerm]
ngeMpahla	nga[AdvPre]-i[NPrePre9]-n[BPre9]-pahla[NStem]
neZinto	na[AdvPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
okanye	okanye[Conj]
ngeeNkonzo	nga[AdvPre]-i[NPrePre10]-zin[BPre10]-konzo[NStem]
.	.[Punc]
<LINE 1408>
Xa	xa[Conj]
le	le[Dem9][Pos1]
adresi	adresi[NStem]
ingatshintsha	i[SC9]-nga[Pot]-tshintsh[VRoot]-a[VerbTerm]
,	,[Punc]
kufuneka	ku[SCIndef]-funek[VRoot]-a[VerbTerm]
wazise	u[SC2ps]-az[VRoot]-is[CausExt]-e[VerbTerm]
iSebe	i[NPrePre5]-li[BPre5]-sebe[NStem]
ngolo	nga[AdvPre]-olo[Dem11][Pos2]
tshintsho	tshintsho[NStem]
ngokucela	nga[AdvPre]-u[NPrePre15]-ku[BPre15]-cel[VRoot]-a[VerbTerm]
"	"[Punc]
ukutshintsha	u[NPrePre15]-ku[BPre15]-tshintsh[VRoot]-a[VerbTerm]
kwe-adresi	kwa[PossConc15]-i[NPrePre9]-adresi[NStem]
yeenkonzo	ya[PossConc9]-i[NPrePre10]-zin[BPre10]-konzo[NStem]
"	"[Punc]
kwifom	ku[LocPre]-i[NPrePre9]-fom[NStem]
ekuthiwa	e[RelConc9]-ku[SCIndef]-th[VRoot]-iw[PassExt]-a[VerbTerm]
yi-TM2	y[CopPre]-i[NPrePre9]-TM[Abbr]-2[Num]
.	.[Punc]
<LINE 1409>
Sakuba	sa[SC7]-ku[BPre15]-ba[AuxVStem]
isicelo	i[NPrePre7]-si[BPre7]-celo[NStem]
sakho	sa[PossConc7]-kho[PossPron2ps]
sihambisana	si[SC7]-hamb[VRoot]-is[CausExt]-an[RecipExt]-a[VerbTerm]
nazo	na[AdvPre]-zo[AbsPron10]
zonke	zo[QuantConc10]-nke[QuantStem]
iimfuneko	i[NPrePre10]-zin[BPre10]-funeko[NStem]
ezigunyazisiweyo	ezi[RelConc10]-gunyaz[VRoot]-is[CausExt]-iw[PassExt]-e[VerbTerm]-yo[RelSuf]
,	,[Punc]
uyakunikwa	u[SC2ps]-ya[Fut]-ku[InfPre]-nik[VRoot]-w[PassExt]-a[VerbTerm]
umhla	u[NPrePre3]-m[BPre3]-hla[NStem]
nenombolo	na[AdvPre]-i[NPrePre9]-nombolo[NStem]
yesicelo	ya[PossConc9]-i[NPrePre7]-si[BPre7]-celo[NStem]
.	.[Punc]
<LINE 1410>
Lonke	lo[QuantConc11]-nke[QuantStem]
unxibelelwano	u[NPrePre11]-lu[BPre11]-nxibelelwano[NStem]
olulandelayo	olu[RelConc11]-landel[VRoot]-a[VerbTerm]-yo[RelSuf]
oluqhutywa	olu[SC11]-qhub[VRoot]-w[PassExt]-a[VerbTerm]
ne-ofisi	na[AdvPre]-i[NPrePre9]-ofisi[NStem]
luyakubanale	lu[SC11]-ya[Fut]-ku[InfPre]-ba[VCop]-na[CopPre]-le[Dem9][Pos1]
nombolo	nombolo[NStem]
yesicelo	ya[PossConc9]-i[NPrePre7]-si[BPre7]-celo[NStem]
.	.[Punc]
<LINE 1411>
Nangona	nangona[Conj]
nje	nje[Adv]
kuthabatha	ku[SC15]-thabath[VRoot]-a[VerbTerm]
iinyanga	i[NPrePre10]-zin[BPre10]-yanga[NStem]
ezili	ezi[RelConc10]-li[BPre5]
18	18[Num]
ukuze	ukuze[Conj]
kubhaliswe	ku[SC15]-bhal[VRoot]-is[CausExt]-w[PassExt]-e[VerbTerm]
uphawu	u[NPrePre11]-lu[BPre11]-phawu[NStem]
okanye	okanye[Conj]
igama	i[NPrePre5]-li[BPre5]-gama[NStem]
lokwazisa	la[PossConc5]-u[NPrePre15]-ku[BPre15]-az[VRoot]-is[CausExt]-a[VerbTerm]
ngempahla	nga[AdvPre]-i[NPrePre9]-n[BPre9]-pahla[NStem]
nezinto	na[AdvPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
okanye	okanye[Conj]
ngeenkonzo	nga[AdvPre]-i[NPrePre10]-zin[BPre10]-konzo[NStem]
(	([Punc]
i-trade	i[NPrePre9]-trade[Foreign]
mark	mark[Foreign]
)	)[Punc]
,	,[Punc]
ungaqalisa	u[SC2ps]-nga[Pot]-qal[VRoot]-is[CausExt]-a[VerbTerm]
ukuyisebenzisa	u[NPrePre15]-ku[BPre15]-yi[OC4]-sebenz[VRoot]-is[CausExt]-a[VerbTerm]
i-trade	i[NPrePre9]-trade[Foreign]
mark	mark[Foreign]
kwamsinyane	kwa[AdvPre]-msinyane[Adv]
emva	e[LocPre]-u[NPrePre3]-m[BPre3]-va[NStem]
kokufumana	kwa[PossConc15]-u[NPrePre15]-ku[BPre15]-fuman[VRoot]-a[VerbTerm]
inombolo	i[NPrePre9]-nombolo[NStem]
yakho	ya[PossConc9]-kho[PossPron2ps]
yesicelo	ya[PossConc9]-i[NPrePre7]-si[BPre7]-celo[NStem]
.	.[Punc]
<LINE 1412>
Ukubangaba	ukuba[Conj]-ngaba[Interrog]
i-trade	i[NPrePre9]-trade[Foreign]
mark	mark[Foreign]
yakho	ya[PossConc9]-kho[PossPron2ps]
yamkelwe	i[OC9]-amkel[VRoot]-w[PassExt]-e[VerbTerm]
ngaphandle	nga[AdvPre]-phandle[Adv]
kwemiqathango	kwa[PossConc15]-i[NPrePre4]-mi[BPre4]-qathango[NStem]
,	,[Punc]
kuyakufuneka	ku[SC15]-ya[Fut]-ku[InfPre]-funek[VRoot]-a[VerbTerm]
ufake	u[SC2ps]-fak[VRoot]-e[VerbTerm]
isibhengezo	i[NPrePre7]-si[BPre7]-bhengezo[NStem]
sokwazisa	sa[PossConc7]-u[NPrePre15]-ku[BPre15]-az[VRoot]-is[CausExt]-a[VerbTerm]
ngayo	nga[AdvPre]-yo[PronStem9]
kwi-Patent	ku[LocPre]-i[NPrePre9]-Patent[Foreign]
Journal	Journal[Foreign]
,	,[Punc]
epapashwa	e[RelConc9]-papash[VRoot]-w[PassExt]-a[VerbTerm]
qho	qho[Adv]
ngenyanga	nga[AdvPre]-i[NPrePre9]-n[BPre9]-yanga[NStem]
nguMshicileli	ng[CopPre]-u[NPrePre1]-m[BPre1]-shicileli[NStem]
kaRhulumente	ka[PossKA]-u[NPrePre1a]-rhulumente[NStem]
.	.[Punc]
<LINE 1413>
Emva	e[LocPre]-u[NPrePre3]-m[BPre3]-va[NStem]
koko	kwa[PossConc15]-oko[Dem15][Pos2]
ke	ke[Conj]
uluntu	u[NPrePre11]-lu[BPre11]-ntu[NStem]
lunikwa	lu[SC11]-nik[VRoot]-w[PassExt]-a[VerbTerm]
ithuba	i[NPrePre5]-li[BPre5]-thuba[NStem]
leenyanga	la[PossConc5]-i[NPrePre10]-zin[BPre10]-yanga[NStem]
ezintathu	ezin[AdjPref10]-thathu[AdjStem]
ukuze	ukuze[Conj]
lufake	lu[SC11]-fak[VRoot]-e[VerbTerm]
iinkcaso	i[NPrePre10]-zin[BPre10]-kcaso[NStem]
.	.[Punc]
<LINE 1414>
Ukubangaba	ukuba[Conj]-ngaba[Interrog]
kukho	ku[CopPre]-kho[Adv]
inkcaso	i[NPrePre9]-n[BPre9]-kcaso[NStem]
efunyenweyo	e[RelConc9]-fuman[VRoot]-w[PassExt]-e[VerbTerm]-yo[RelSuf]
,	,[Punc]
uMphathi	u[NPrePre1]-m[BPre1]-phathi[NStem]
woBhaliso	wa[PossConc1]-u[NPrePre11]-lu[BPre11]-bhaliso[NStem]
lwee-Trade	lwa[PossConc11]-i[NPrePre10]-zi[BPre10]-Trade[Foreign]
Marks	Marks[Foreign]
ubiza	u[SC1]-biz[VRoot]-a[VerbTerm]
intlangano	i[NPrePre9]-n[BPre9]-tlangano[NStem]
yokumamela	ya[PossConc9]-u[NPrePre15]-ku[BPre15]-mamel[VRoot]-a[VerbTerm]
izimvo	i[NPrePre10]-zin[BPre10]-vo[NStem]
phakathi	phakathi[Adv]
komenzi-sicelo	kwa[PossConc15]-u[NPrePre1]-m[BPre1]-enzi[NStem]-si[BPre7]-celo[NStem]
nomchasi	na[AdvPre]-u[NPrePre1]-m[BPre1]-chasi[NStem]
okanye	okanye[Conj]
abachasi	a[NPrePre2]-ba[BPre2]-chasi[NStem]
.	.[Punc]
<LINE 1415>
Ukubangaba	ukuba[Conj]-ngaba[Interrog]
akukho	a[NegExt]-ku[CopPre]-kho[Adv]
nkcaso	n[BPre9]-kcaso[NStem]
ifunyenweyo	i[SC9]-fuman[VRoot]-w[PassExt]-e[VerbTerm]-yo[RelSuf]
,	,[Punc]
siyakhutshwa	si[SC7]-ya[Pres]-khuph[VRoot]-w[PassExt]-a[VerbTerm]
iSatifiketi	i[NPrePre7]-si[BPre7]-satifiketi[NStem]
soBhaliso	sa[PossConc7]-u[NPrePre11]-lu[BPre11]-bhaliso[NStem]
loPhawu	lwa[PossConc11]-u[NPrePre11]-lu[BPre11]-phawu[NStem]
okanye	okanye[Conj]
lweGama	lwa[PossConc11]-i[NPrePre5]-li[BPre5]-gama[NStem]
lokwazisa	la[PossConc5]-u[NPrePre15]-ku[BPre15]-az[VRoot]-is[CausExt]-a[VerbTerm]
ngeMpahla	nga[AdvPre]-i[NPrePre9]-n[BPre9]-pahla[NStem]
neZinto	na[AdvPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
okanye	okanye[Conj]
ngeeNkonzo	nga[AdvPre]-i[NPrePre10]-zin[BPre10]-konzo[NStem]
.	.[Punc]
<LINE 1416>
Tsalela	tsal[VRoot]-el[ApplExt]-a[VerbTerm]
umnxeba	u[NPrePre3]-m[BPre3]-nxeba[NStem]
kwiziko	ku[LocPre]-i[NPrePre5]-li[BPre5]-ziko[NStem]
le-dti	la[PossConc5]-i[NPrePre9]-dti[Abbr]
lokunxulumana	la[PossConc5]-u[NPrePre15]-ku[BPre15]-nxuluman[VRoot]-a[VerbTerm]
neekhastoma	na[AdvPre]-i[NPrePre10]-zi[BPre10]-khastoma[NStem]
(	([Punc]
0861	0861[Num]
84	84[Num]
33	33[Num]
84	84[Num]
)	)[Punc]
.	.[Punc]
<LINE 1417>
Hlawula	hlawul[VRoot]-a[VerbTerm]
ebhankini	e[LocPre]-bhanki[NStem]-ini[LocSuf]
usebenzise	u[SC2ps]-sebenz[VRoot]-is[CausExt]-e[VerbTerm]
uvimba	u[NPrePre1a]-vimba[NStem]
wophawu	wa[PossConc1]-u[NPrePre11]-lu[BPre11]-phawu[NStem]
lweekhastoma	lwa[PossConc11]-i[NPrePre10]-zi[BPre10]-khastoma[NStem]
.	.[Punc]
<LINE 1418>
Umntu	u[NPrePre1]-m[BPre1]-ntu[NStem]
otshonileyo	o[RelConc1]-tshon[VRoot]-ile[Perf]-yo[RelSuf]
ngumntu	ng[CopPre]-u[NPrePre1]-m[BPre1]-ntu[NStem]
ongakwaziyo	o[RelConc1]-nga[NegExt]-ku[BPre15]-az[VRoot]-i[VerbTerm]-yo[RelSuf]
ukuhlawula	u[NPrePre15]-ku[BPre15]-hlawul[VRoot]-a[VerbTerm]
amatyala	a[NPrePre6]-ma[BPre6]-tyala[NStem]
,	,[Punc]
kwaye	kwaye[Conj]
onelifa	o[RelConc1]-na[CopPre]-i[NPrePre5]-li[BPre5]-fa[NStem]
(	([Punc]
yonke	yo[QuantConc9]-nke[QuantStem]
into	i[NPrePre9]-n[BPre9]-to[NStem]
anayo	a[SC1]-na[CopPre]-yo[PronStem9]
,	,[Punc]
kubandakanywa	ku[BPre15]-bandakany[VRoot]-w[PassExt]-a[VerbTerm]
imali	i[NPrePre9]-mali[NStem]
)	)[Punc]
,	,[Punc]
elithinjiweyo	eli[RelConc5]-thimb[VRoot]-iw[PassExt]-e[VerbTerm]-yo[RelSuf]
(	([Punc]
elifakwe	eli[RelConc5]-fak[VRoot]-w[PassExt]-e[VerbTerm]
phantsi	phantsi[Adv]
kogcino	kwa[PossConc15]-u[NPrePre11]-lu[BPre11]-gcino[NStem]
olulawulwayo	olu[RelConc11]-lawul[VRoot]-w[PassExt]-a[VerbTerm]-yo[RelSuf]
kude	ku[SC15]-de[AuxVStem]
kuhlawulwe	ku[SC15]-hlawul[VRoot]-w[PassExt]-e[VerbTerm]
ityala	i[NPrePre5]-li[BPre5]-tyala[NStem]
)	)[Punc]
.	.[Punc]
<LINE 1419>
Ukubangaba	ukuba[Conj]-ngaba[Interrog]
utshate	u[SC2ps]-tshat[VRoot]-e[VerbTerm]
umtshato	u[NPrePre3]-m[BPre3]-tshato[NStem]
ekwabelwanayo	e[RelConc9]-ku[BPre15]-ab[VRoot]-el[ApplExt]-w[PassExt]-an[RecipExt]-a[VerbTerm]-yo[RelSuf]
kuwo	ku[LocPre]-wo[PronStem3]
ngempahla	nga[AdvPre]-i[NPrePre9]-n[BPre9]-pahla[NStem]
nezinto	na[AdvPre]-i[NPrePre10]-zin[BPre10]-to[NStem]
kunye	kunye[Conj]
neemali	na[AdvPre]-i[NPrePre10]-zi[BPre10]-mali[NStem]
(	([Punc]
community	community[Foreign]
of	of[Foreign]
property	property[Foreign]
)	)[Punc]
,	,[Punc]
aze	a[SC1]-ze[AuxVStem]
umlingane	u[NPrePre1]-m[BPre1]-lingane[NStem]
wakho	wa[PossConc1]-kho[PossPron2ps]
atshone	a[SC1]-tshon[VRoot]-e[VerbTerm]
,	,[Punc]
uMthetho	u[NPrePre3]-m[BPre3]-thetho[NStem]
wokuNgakwazi	wa[PossConc3]-u[NPrePre15]-ku[BPre15]-nga[NegExt]-ku[BPre15]-az[VRoot]-i[VerbTerm]
ukuHlawula	u[NPrePre15]-ku[BPre15]-hlawul[VRoot]-a[VerbTerm]
aMatyala	a[NPrePre6]-ma[BPre6]-tyala[NStem]
,	,[Punc]
ekuthiwa	e[RelConc9]-ku[SCIndef]-th[VRoot]-iw[PassExt]-a[VerbTerm]
yi-Insolvency	y[CopPre]-i[NPrePre9]-Insolvency[Foreign]
Act	Act[Foreign]
,	,[Punc]
1936	1936[Num]
,	,[Punc]
ukuthatha	u[NPrePre15]-ku[BPre15]-thath[VRoot]-a[VerbTerm]
ngokuba	nga[AdvPre]-ukuba[Conj]
nawe	na[AdvPre]-we[AbsPron2ps]
utshonile	u[SC1]-tshon[VRoot]-ile[Perf]
(	([Punc]
akukwazi	a[NegExt]-ku[OC2ps]-ku[BPre15]-az[VRoot]-i[VerbTerm]
ukuhlawula	u[NPrePre15]-ku[BPre15]-hlawul[VRoot]-a[VerbTerm]
amatyala	a[NPrePre6]-ma[BPre6]-tyala[NStem]
)	)[Punc]
.	.[Punc]
<LINE 1420>
Ukubangaba	ukuba[Conj]-ngaba[Interrog]
umntu	u[NPrePre1]-m[BPre1]-ntu[NStem]
otshonileyo	o[RelConc1]-tshon[VRoot]-ile[Perf]-yo[RelSuf]
(	([Punc]
ongakwaziyo	o[RelConc1]-nga[NegExt]-ku[OC15]-az[VRoot]-i[VerbTerm]-yo[RelSuf]
ukuhlawula	u[NPrePre15]-ku[BPre15]-hlawul[VRoot]-a[VerbTerm]
amatyala	a[NPrePre6]-ma[BPre6]-tyala[NStem]
)	)[Punc]
ufuna	u[SC1]-fun[VRoot]-a[VerbTerm]
ukuba	ukuba[Conj]
ayekwe	a[SC1]-yek[VRoot]-w[PassExt]-e[VerbTerm]
ukuthathwa	u[NPrePre15]-ku[BPre15]-thath[VRoot]-w[PassExt]-a[VerbTerm]
ngokuba	nga[AdvPre]-ukuba[Conj]
utshonile	u[SC1]-tshon[VRoot]-ile[Perf]
,	,[Punc]
kwisithuba	ku[LocPre]-i[NPrePre7]-si[BPre7]-thuba[NStem]
seminyaka	sa[PossConc7]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]
elishumi	eli[RelConc5]-shumi[RelStem]
ebhengezwe	e[RelConc4]-bhengez[VRoot]-w[PassExt]-e[VerbTerm]
ukuba	ukuba[Conj]
utshonile	u[SC1]-tshon[VRoot]-ile[Perf]
,	,[Punc]
angenza	a[SC1]-nga[Pot]-enz[VRoot]-a[VerbTerm]
isicelo	i[NPrePre7]-si[BPre7]-celo[NStem]
sokuba	sa[PossConc7]-ukuba[Conj]
imeko	i[NPrePre9]-meko[NStem]
yakhe	ya[PossConc9]-khe[PossPron1]
ibuyiselwe	i[SC9]-buy[VRoot]-is[CausExt]-el[ApplExt]-w[PassExt]-e[VerbTerm]
esiqhelweni	e[LocPre]-i[NPrePre7]-si[BPre7]-qhelo[NStem]-ini[LocSuf]
.	.[Punc]
<LINE 1421>
Ngubani	ng[CopPre]-u[NPrePre1]-bani[Interrog]
ongenza	o[RelConc1]-nga[Pot]-enz[VRoot]-a[VerbTerm]
isicelo	i[NPrePre7]-si[BPre7]-celo[NStem]
sokubuyiselwa	sa[PossConc7]-u[NPrePre15]-ku[BPre15]-buy[VRoot]-is[CausExt]-el[ApplExt]-w[PassExt]-a[VerbTerm]
kwimeko	ku[LocPre]-i[NPrePre9]-meko[NStem]
yesiqhelo	ya[PossConc9]-i[NPrePre7]-si[BPre7]-qhelo[NStem]
?	?[Punc]
<LINE 1422>
otshonileyo	o[RelConc1]-tshon[VRoot]-ile[Perf]-yo[RelSuf]
ngokwakhe	nga[AdvPre]-o[RelConc1]-kwa[PossConc15]-khe[PossPron1]
<LINE 1423>
i-eyijenti	i[NPrePre9]-eyijenti[NStem]
yomntu	ya[PossConc9]-u[NPrePre1]-m[BPre1]-ntu[NStem]
otshonileyo	o[RelConc1]-tshon[VRoot]-ile[Perf]-yo[RelSuf]
